delay,延迟
departure,离开
deserve,应得
destroy,破坏
diamond,钻石
dirt,污垢
disappointed,失望的
drunk,醉
ear,耳朵
embarrassed,尴尬的
empty,空的
engineer,工程师
entrance,入口
fault,过错
female,女性
fortune,财富
friendship,友谊
funeral,葬礼
gene,基因
girlfriend,女朋友
grass,草
guilty,有罪的
guy,家伙
hat,帽子
hell,地狱
hesitate,犹豫
highlight,强调
honestly,诚实地
hurry,匆忙
illustrate,阐明
incident,事件
indication,指示
inevitable,不可避免的
inform,通知
intention,意图
invite,邀请
island,岛
joke,开玩笑
jury,陪审团
kiss,吻
lady,女士
leg,腿
lip,唇
lonely,孤独
mad,疯狂的
manufacturing,制造业
marry,结婚
mate,伴侣
midnight,午夜
motor,发动机
neat,整洁的
negotiation,谈判
nerve,神经
nervous,紧张的
nowhere,无处
obligation,义务
odd,奇怪的
ok,好的
passage,通道
passenger,乘客
pen,笔
persuade,说服
pizza,比萨
platform,平台
poet,诗人
pollution,污染
pop,流行音乐
pour,倒
pray,祈祷
pretend,假装
previously,之前
pride,自豪
priest,牧师
prize,奖
promise,承诺
propose,提出
punch,冲床
quit,辞职
recognition,认出
remarkable,卓越
remind,提醒
reply,回复
representative,代表
reputation,名声
resident,居民
resist,抵抗
resort,采取
ring,戒指
rip,撕裂
roof,屋顶
rope,绳索
rub,擦
sail,帆
scheme,方案
script,脚本
shall,将
shirt,衬衫
silly,愚蠢的
sir,先生
slight,轻微
smart,聪明的
smile,微笑
sock,短袜
speaker,扬声器
spell,拼写
station,车站
stranger,陌生人
stretch,拉紧
stupid,愚蠢的
submit,提交
substantial,重大的
suppose,认为
surgery,外科手术
suspicious,可疑的
sympathy,同情
tale,故事
tall,高的
tear,撕
temporary,暂时的
throat,喉
tiny,微小的
toe,脚趾
tomorrow,明天
tower,塔
trainer,教练员
translate,翻译
truck,卡车
uncle,叔叔
wake,唤醒
weekly,每周
whoever,谁
witness,证人
wrap,裹
yesterday,昨天
youth,青年
